,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
483,Riyadh,   حي طويق ,South,300,5,5,5,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,30000
484,Riyadh,   حي العارض ,East,340,0,5,5,3,0,1,1,1,0,1,0,1,1,0,0,1,1,0,220000
486,Riyadh,   حي الورود ,West,1392,15,7,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,350000
487,Riyadh,   حي السليمانية ,East,420,17,6,5,3,1,1,1,1,0,0,1,0,1,0,0,1,1,1,150000
488,Riyadh,   حي المونسية ,North,360,2,4,4,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,65000
489,Riyadh,   حي المونسية ,South,323,3,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,80000
491,Riyadh,   حي المونسية ,North,350,2,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,65000
492,Riyadh,   حي المونسية ,East,313,2,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,70000
493,Riyadh,   حي الرمال ,West,380,3,3,4,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,40000
494,Riyadh,   حي العارض ,Southwest,260,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
495,Riyadh,   حي الرحمانية ,North,300,2,3,5,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,220000
496,Riyadh,   حي النرجس ,West,280,0,3,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,95000
497,Riyadh,   حي ظهرة لبن ,East,200,6,5,5,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,35000
498,Riyadh,   حي النهضة ,East,750,24,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,85000
499,Riyadh,   حي الروضة ,Northeast,880,18,7,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,1,120000
500,Riyadh,   حي الرمال ,North,260,0,6,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,50400
501,Riyadh,   حي العليا ,East,300,13,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,100000
502,Riyadh,   حي الشرق ,North,300,4,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000
503,Riyadh,   حي ظهرة لبن ,East,375,0,7,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,36000
505,Riyadh,   حي طويق ,Southwest,255,4,1,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,40000
506,Riyadh,   حي طويق ,West,340,3,5,5,2,1,1,0,1,0,0,1,0,0,0,1,1,0,1,32000
507,Riyadh,   حي القادسية ,South,300,0,2,5,2,1,1,0,1,1,0,0,0,1,0,1,1,0,1,60000
508,Riyadh,   حي الرحمانية ,East,300,5,3,5,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,220000
509,Riyadh,   حي الرمال ,West,375,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
510,Riyadh,   حي الملقا ,North,200,0,5,5,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,120000
511,Riyadh,   حي الرمال ,South,380,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
512,Riyadh,   حي الرمال ,North,390,3,4,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,50000
513,Riyadh,   حي المهدية ,North,450,0,3,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,40000
514,Riyadh,   حي الرمال ,North,390,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,47000
515,Riyadh,   حي الرمال ,South,390,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
516,Riyadh,   حي ظهرة البديعة ,East,312,7,6,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,52000
517,Riyadh,   حي الياسمين ,North,350,3,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
518,Riyadh,   حي الياسمين ,East,350,0,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
519,Riyadh,   حي الجنادرية ,North,360,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,35000
520,Riyadh,   حي التعاون ,East,250,15,5,5,4,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000
521,Riyadh,   حي الجنادرية ,East,246,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,40000
523,Riyadh,   حي الرمال ,East,372,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,48000
524,Riyadh,   حي الرمال ,West,370,0,3,4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,47000
525,Riyadh,   حي العريجاء الغربية ,North,400,35,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,30000
526,Riyadh,   حي عرقة ,East,400,4,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
527,Riyadh,   حي القادسية ,South,370,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,60000
528,Riyadh,   حي ظهرة لبن ,North,200,4,7,5,4,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
529,Riyadh,   حي الشرق ,West,256,0,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
530,Riyadh,   حي الفيحاء ,Northeast,650,12,7,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,100000
531,Riyadh,   حي الرمال ,North,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,0,0,0,40000
532,Riyadh,   حي الرمال ,South,220,0,6,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,40000
533,Riyadh,   حي الرمال ,North,220,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,40000
534,Riyadh,   حي القادسية ,South,360,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000
535,Riyadh,   حي السليمانية ,North,2944,0,5,4,3,1,0,1,0,0,1,1,1,1,0,0,0,0,0,700000
536,Riyadh,   حي طويق ,North,495,3,5,5,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,35000
537,Riyadh,   حي الشهداء ,North,300,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
538,Riyadh,   حي الملك فهد ,West,825,34,7,5,5,1,1,1,1,0,1,1,0,1,1,0,1,0,1,145000
539,Riyadh,   حي العقيق ,East,900,20,5,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,200000
541,Riyadh,   حي القادسية ,South,360,0,4,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,55000
542,Riyadh,   حي الروابي ,East,250,23,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
543,Riyadh,   حي العارض ,Northwest,200,5,3,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
544,Riyadh,   حي الرائد ,West,350,0,6,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,300000
545,Riyadh,   حي العارض ,East,300,0,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000
546,Riyadh,   حي القادسية ,West,250,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
547,Riyadh,   حي الرمال ,South,216,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000
548,Riyadh,   حي الرمال ,North,360,0,4,5,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,50000
549,Riyadh,   حي الرمال ,West,335,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,43000
550,Riyadh,   حي الرمال ,South,372,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000
551,Riyadh,   حي الشفا ,South,500,26,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,30000
552,Riyadh,   حي الياسمين ,Northeast,500,10,4,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,110000
553,Riyadh,   حي الرمال ,North,300,0,4,5,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,43000
554,Riyadh,   حي النسيم الشرقي ,Southwest,600,20,5,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,35000
556,Riyadh,   حي القادسية ,East,370,0,4,3,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,55000
557,Riyadh,   حي الملز ,Southeast,750,35,7,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,70000
558,Riyadh,   حي النرجس ,West,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000
559,Riyadh,   حي النرجس ,West,375,2,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000
560,Riyadh,   حي القيروان ,North,337,0,5,5,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,120000
561,Riyadh,   حي الجزيرة ,Southeast,482,25,5,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,70000
562,Riyadh,   حي حطين ,South,263,5,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,1,1,160000
563,Riyadh,   حي الروضة ,East,400,29,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,70000
564,Riyadh,   حي شبرا ,Three Streets,1400,30,5,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,150000
565,Riyadh,   حي ظهرة لبن ,West,312,0,4,5,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,60000
566,Riyadh,   حي الملقا ,North,228,0,4,4,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,130000
567,Riyadh,   حي الشرق ,East,380,0,5,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000
568,Riyadh,   حي الرمال ,East,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,45000
569,Riyadh,   حي ظهرة لبن ,Southwest,200,3,7,5,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,40000
570,Riyadh,   حي المونسية ,East,300,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,60000
571,Riyadh,   حي القادسية ,South,372,0,4,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000
572,Riyadh,   حي الرمال ,West,300,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,46000
574,Riyadh,   حي بدر ,Three Streets,870,33,5,5,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,65000
575,Riyadh,   حي الضباط ,Northeast,750,15,7,5,5,1,1,1,1,1,1,0,0,1,0,0,1,0,0,115000
576,Riyadh,   حي الربوة ,Northeast,300,0,4,4,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,125000
577,Riyadh,   حي عكاظ ,East,375,0,5,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,35000
578,Riyadh,   حي المونسية ,South,375,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,55000
579,Riyadh,   حي القدس ,East,540,25,5,5,2,1,1,1,0,0,1,1,0,1,0,0,1,0,1,90000
580,Riyadh,   حي الرمال ,Southwest,400,0,3,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,45000
581,Riyadh,   حي اشبيلية ,West,225,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,65000
582,Riyadh,   حي السليمانية ,South,750,30,7,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,1,200000
583,Riyadh,   حي الرمال ,North,270,0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,45000
584,Riyadh,   حي الصحافة ,West,365,10,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,60000
585,Riyadh,   حي بدر ,Southwest,270,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,35000
586,Riyadh,   حي الهدا ,North,250,11,3,3,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000
587,Riyadh,   حي الرمال ,East,300,0,4,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,50000
588,Riyadh,   حي النرجس ,Southeast,280,0,7,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,95000
589,Riyadh,   حي المرسلات ,West,700,30,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,140000
591,Riyadh,   حي عليشة ,Southeast,1000,30,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,140000
592,Riyadh,   حي طويق ,West,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000
593,Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000
594,Riyadh,   حي طويق ,North,450,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,37500
595,Riyadh,   حي النزهة ,East,500,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
596,Riyadh,   حي السويدي ,North,250,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,52000
597,Riyadh,   حي الرائد ,West,735,14,5,5,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,175000
598,Riyadh,   حي الرمال ,South,250,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000
599,Riyadh,   حي الصحافة ,Southeast,375,0,5,5,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,100000
600,Riyadh,   حي الياسمين ,North,450,4,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
603,Riyadh,   حي العليا ,Northeast,200,10,4,4,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000
604,Riyadh,   حي العارض ,East,400,0,5,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,80000
605,Riyadh,   حي العارض ,North,400,0,4,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,1,70000
606,Riyadh,   حي المونسية ,South,360,0,5,4,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,65000
607,Riyadh,   حي الياسمين ,East,200,0,5,4,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,120000
610,Riyadh,   حي الفيحاء ,North,375,16,7,5,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,65000
611,Riyadh,   حي الرمال ,North,270,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45000
612,Riyadh,   حي الرمال ,North,300,3,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,40000
613,Riyadh,   حي القيروان ,North,337,0,4,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,120000
614,Riyadh,   حي العزيزية ,West,360,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,65000
616,Riyadh,   حي الخزامى ,Northwest,360,0,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
617,Riyadh,   حي الياسمين ,North,375,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,110000
618,Riyadh,   حي العليا ,South,650,7,5,4,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,100000
619,Riyadh,   حي العارض ,South,440,0,4,4,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0,100000
620,Riyadh,   حي ظهرة لبن ,East,312,0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,70000
621,Riyadh,   حي حطين ,East,375,8,5,5,4,1,1,1,1,0,1,0,0,1,1,1,1,0,0,160000
622,Riyadh,   حي العليا ,North,350,8,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000
624,Riyadh,   حي طويق ,East,300,0,4,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,33000
625,Riyadh,   حي الحمراء ,North,350,12,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,90000
626,Riyadh,   حي ام الحمام الغربي ,Southeast,757,7,7,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,420000
627,Riyadh,   حي لبن ,North,400,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000
629,Riyadh,   حي التعاون ,Southeast,250,0,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,130000
630,Riyadh,   حي الرمال ,Northeast,390,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,55000
631,Riyadh,   حي القادسية ,South,372,0,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,65000
632,Riyadh,   حي الرمال ,North,400,0,6,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000
633,Riyadh,   حي طويق ,North,375,5,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,35000
634,Riyadh,   حي ظهرة البديعة ,Southeast,500,36,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,60000
635,Riyadh,   حي السليمانية ,North,300,15,7,5,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,80000
636,Riyadh,   حي الرمال ,North,270,0,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,35000
637,Riyadh,   حي ام الحمام الشرقي ,West,450,0,6,4,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,120000
638,Riyadh,   حي ام الحمام الشرقي ,East,600,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,100000
639,Riyadh,   حي الصحافة ,East,350,6,3,4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000
640,Riyadh,   حي الشرق ,North,450,0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,40000
641,Riyadh,   حي الرمال ,West,216,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,40000
642,Riyadh,   حي الوادي ,Southeast,910,10,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,220000
643,Riyadh,   حي القادسية ,West,300,0,4,4,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000
644,Riyadh,   حي طويق ,West,450,0,5,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50000
645,Riyadh,   حي الواحة ,North,250,9,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,120000
647,Riyadh,   حي الرمال ,West,430,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000
648,Riyadh,   حي طويق ,West,420,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,40000
649,Riyadh,   حي القادسية ,South,360,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000
650,Riyadh,   حي الروضة ,East,900,20,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
651,Riyadh,   حي العليا ,East,700,35,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,180000
652,Riyadh,   حي السلام ,Southwest,375,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,70000
653,Riyadh,   حي سلطانة ,West,500,35,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,45000
654,Riyadh,   حي العليا ,South,300,7,5,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
655,Riyadh,   حي الرمال ,East,372,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000
656,Riyadh,   حي الرمال ,North,300,0,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48000
658,Riyadh,   حي المرسلات ,South,520,35,4,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,150000
659,Riyadh,   حي الملك عبدالعزيز ,Northwest,600,10,6,5,4,1,1,1,1,0,1,1,1,1,0,0,1,0,1,140000
660,Riyadh,   حي الجنادرية ,East,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,38400
661,Riyadh,   حي الملك عبدالعزيز ,North,375,0,6,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,90000
662,Riyadh,   حي السعادة ,Southeast,300,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,48000
664,Riyadh,   حي العارض ,North,330,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,85000
665,Riyadh,   حي بدر ,South,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
666,Riyadh,   حي العريجاء الوسطى ,North,800,10,7,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,70000
667,Riyadh,   حي عرقة ,North,275,5,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,75000
668,Riyadh,   حي العارض ,East,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
669,Riyadh,   حي الملك عبدالله ,North,500,2,5,5,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,170000
670,Riyadh,   حي الربيع ,South,405,3,3,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
671,Riyadh,   حي الجنادرية ,Three Streets,250,0,4,4,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000
672,Riyadh,   حي الملك عبدالله ,East,190,5,3,4,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,70000
673,Riyadh,   حي الوادي ,East,315,3,4,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,120000
674,Riyadh,   حي اشبيلية ,East,308,7,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,60000
675,Riyadh,   حي الملقا ,East,200,0,3,5,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,120000
676,Riyadh,   حي الرمال ,East,350,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,45000
677,Riyadh,   حي الرمال ,North,420,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
678,Riyadh,   حي الاسكان ,Northwest,400,5,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,30000
679,Riyadh,   حي طويق ,West,420,0,7,5,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,55000
680,Riyadh,   حي العارض ,South,250,2,5,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,85000
681,Riyadh,   حي بدر ,South,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
683,Riyadh,   حي الرمال ,South,368,0,3,4,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,36000
684,Riyadh,   حي النرجس ,North,300,5,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
685,Riyadh,   حي المونسية ,East,200,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
686,Riyadh,   حي العارض ,North,365,0,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,75000
687,Riyadh,   حي الرمال ,Southwest,360,0,5,2,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,150000
688,Riyadh,   حي الرمال ,North,300,3,4,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,43000
689,Riyadh,   حي النرجس ,North,300,4,5,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000
690,Riyadh,   حي المونسية ,East,420,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
691,Riyadh,   حي اليرموك ,North,400,15,5,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,65000
692,Riyadh,   حي الياسمين ,East,400,0,3,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,200000
693,Riyadh,   حي التعاون ,North,130,0,3,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,130000
694,Riyadh,   حي ظهرة لبن ,East,200,0,6,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000
695,Riyadh,   حي المونسية ,West,270,0,3,5,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,65000
696,Riyadh,   حي الشرق ,East,350,0,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
697,Riyadh,   حي العزيزية ,North,315,8,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,50000
698,Riyadh,   حي الياسمين ,North,250,4,4,5,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,95000
699,Riyadh,   حي الشرق ,West,255,0,3,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000
700,Riyadh,   حي الخالدية ,East,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,70000
702,Riyadh,   حي الرفيعة ,East,400,6,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
703,Riyadh,   حي القادسية ,Southwest,375,0,5,4,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,50000
704,Riyadh,   حي الملك فهد ,South,520,30,7,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,100000
705,Riyadh,   حي العارض ,East,315,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
706,Riyadh,   حي العارض ,South,375,4,7,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,1,105000
707,Riyadh,   حي الياسمين ,North,375,5,4,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,100000
708,Riyadh,   حي السليمانية ,West,300,5,5,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
709,Riyadh,   حي الملز ,West,300,33,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,50000
710,Riyadh,   حي العريجاء الغربية ,Southeast,500,36,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000
711,Riyadh,   حي قرطبة ,Northeast,400,0,5,5,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,85000
712,Riyadh,   حي الضباط ,South,600,30,5,5,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,75000
713,Riyadh,   حي حطين ,West,450,7,7,5,5,1,1,1,1,0,1,1,0,1,1,0,1,0,0,350000
714,Riyadh,   حي العريجاء ,East,312,15,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,60000
715,Riyadh,   حي العارض ,North,270,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,120000
716,Riyadh,   حي النفل ,South,250,8,5,5,2,1,1,1,1,0,1,0,1,1,0,0,1,0,0,100000
717,Riyadh,   حي السليمانية ,North,300,10,3,3,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,80000
719,Riyadh,   حي العارض ,South,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,75000
720,Riyadh,   حي ظهرة لبن ,East,200,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,34000
721,Riyadh,   حي الصفا ,Northeast,500,35,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
722,Riyadh,   حي الشهداء ,North,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,100000
723,Riyadh,   حي المؤتمرات ,North,450,0,4,5,4,1,1,1,1,0,1,0,1,1,1,0,1,0,0,175000
724,Riyadh,   حي الرمال ,North,312,0,4,4,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,45000
725,Riyadh,   حي المونسية ,South,360,2,5,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000
726,Riyadh,   حي الصحافة ,North,375,5,5,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,135000
727,Riyadh,   حي الرمال ,North,400,2,5,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,55000
728,Riyadh,   حي العارض ,South,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,85000
729,Riyadh,   حي الرمال ,Northwest,286,0,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,45000
730,Riyadh,   حي النهضة ,West,280,8,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38000
